sequenceID	num_ns	longest_n_run	num_bivalent_ambigs	num_trivalent_ambigs	num_hyphens	num_whitespace	num_other	uncorrected_illegals
EPI_ISL_414423	0	0	0	0	0	0	0	false
EPI_ISL_414424	200	39	0	0	0	0	0	false
EPI_ISL_414425	201	39	0	0	0	0	0	false
EPI_ISL_414426	201	39	0	0	0	0	0	false
EPI_ISL_414427	1114	69	0	0	0	0	0	false
EPI_ISL_414428	0	0	0	0	0	0	0	false
EPI_ISL_414429	0	0	0	0	0	0	0	false
EPI_ISL_414430	200	39	0	0	0	0	0	false
EPI_ISL_414431	576	67	0	0	0	0	0	false
EPI_ISL_414432	201	42	0	0	0	0	0	false
EPI_ISL_414433	0	0	0	0	0	0	0	false
EPI_ISL_414434	200	39	0	0	0	0	0	false
EPI_ISL_414435	0	0	0	0	0	0	0	false
EPI_ISL_414436	200	39	0	0	0	0	0	false
EPI_ISL_414437	200	39	0	0	0	0	0	false
EPI_ISL_414438	200	39	0	0	0	0	0	false
EPI_ISL_414439	0	0	0	0	0	0	0	false
EPI_ISL_414440	200	39	0	0	0	0	0	false
EPI_ISL_414441	200	39	0	0	0	0	0	false
EPI_ISL_414442	86	23	0	0	0	0	0	false
EPI_ISL_414443	0	0	0	0	0	0	0	false
EPI_ISL_414444	200	39	0	0	0	0	0	false
EPI_ISL_414445	0	0	0	0	0	0	0	false
EPI_ISL_414446	0	0	0	0	0	0	0	false
EPI_ISL_414448	201	39	0	0	0	0	0	false
EPI_ISL_414449	201	39	0	0	0	0	0	false
EPI_ISL_414450	391	64	0	0	0	0	0	false
EPI_ISL_414451	0	0	0	0	0	0	0	false
EPI_ISL_414452	0	0	0	0	0	0	0	false
EPI_ISL_414453	422	39	0	0	0	0	0	false
EPI_ISL_414454	201	39	0	0	0	0	0	false
EPI_ISL_414455	392	64	0	0	0	0	0	false
EPI_ISL_414456	201	39	0	0	0	0	0	false
EPI_ISL_414457	0	0	0	0	0	0	0	false
EPI_ISL_414458	201	42	0	0	0	0	0	false
EPI_ISL_414459	1373	67	0	0	0	0	0	false
EPI_ISL_414460	201	39	0	0	0	0	0	false
EPI_ISL_414461	203	39	0	0	0	0	0	false
EPI_ISL_414462	201	42	0	0	0	0	0	false
EPI_ISL_414463	201	39	0	0	0	0	0	false
EPI_ISL_414464	201	39	0	0	0	0	0	false
EPI_ISL_414465	416	42	0	0	0	0	0	false
EPI_ISL_414466	781	44	0	0	0	0	0	false
EPI_ISL_414467	0	0	0	0	0	0	0	false
EPI_ISL_414468	0	0	0	0	0	0	0	false
EPI_ISL_414469	206	39	0	0	0	0	0	false
EPI_ISL_414470	0	0	0	0	0	0	0	false
EPI_ISL_414471	201	50	0	0	0	0	0	false
EPI_ISL_414475	0	0	0	0	0	0	0	false
EPI_ISL_414476	144	50	0	0	0	0	0	false
EPI_ISL_414477	21	2	0	0	0	0	0	false
EPI_ISL_414479	0	0	0	0	0	0	0	false
EPI_ISL_414480	0	0	2	0	0	0	0	false
EPI_ISL_414481	0	0	0	0	0	0	0	false
EPI_ISL_414482	0	0	1	0	0	0	0	false
EPI_ISL_414483	0	0	6	0	0	0	0	false
EPI_ISL_414484	0	0	0	0	0	0	0	false
EPI_ISL_414485	0	0	4	0	0	0	0	false
EPI_ISL_414486	557	57	0	0	0	0	0	false
EPI_ISL_414487	0	0	0	0	0	0	0	false
EPI_ISL_414488	558	57	0	0	0	0	0	false
EPI_ISL_414495	354	58	0	0	0	0	0	false
EPI_ISL_414496	1420	74	0	0	0	0	0	false
EPI_ISL_414497	124	4	0	0	0	0	0	false
EPI_ISL_414498	413	64	0	0	0	0	0	false
EPI_ISL_414499	121	4	1	0	0	0	0	false
EPI_ISL_414500	1	1	0	0	0	0	0	false
EPI_ISL_414501	271	57	0	0	0	0	0	false
EPI_ISL_414504	477	64	0	0	0	0	0	false
EPI_ISL_414505	121	4	0	0	0	0	0	false
EPI_ISL_414506	970	64	0	0	0	0	0	false
EPI_ISL_414507	678	64	0	0	0	0	0	false
EPI_ISL_414508	413	46	0	0	0	0	0	false
EPI_ISL_414509	121	4	0	0	0	0	0	false
EPI_ISL_414510	0	0	0	0	0	0	0	false
EPI_ISL_414511	0	0	0	0	0	0	0	false
EPI_ISL_414512	0	0	0	0	0	0	0	false
EPI_ISL_414513	0	0	0	0	0	0	0	false
EPI_ISL_414514	0	0	0	0	0	0	0	false
EPI_ISL_414515	0	0	0	0	0	0	0	false
EPI_ISL_414516	0	0	0	0	0	0	0	false
EPI_ISL_414517	0	0	0	0	0	0	0	false
EPI_ISL_414518	0	0	0	0	0	0	0	false
EPI_ISL_414519	0	0	0	0	0	0	0	false
EPI_ISL_414520	0	0	0	0	0	0	0	false
EPI_ISL_414521	0	0	0	0	0	0	0	false
EPI_ISL_414522	67	60	0	0	0	0	0	false
EPI_ISL_414523	66	60	0	0	0	0	0	false
EPI_ISL_414524	60	29	1	0	0	0	0	false
EPI_ISL_414525	42	26	1	0	0	0	0	false
EPI_ISL_414526	47	27	0	0	0	0	0	false
EPI_ISL_414527	0	0	0	0	0	0	0	false
EPI_ISL_414528	0	0	0	0	0	0	0	false
EPI_ISL_414529	201	50	0	0	0	0	0	false
EPI_ISL_414530	201	50	0	0	0	0	0	false
EPI_ISL_414531	201	50	0	0	0	0	0	false
EPI_ISL_414532	201	50	0	0	0	0	0	false
EPI_ISL_414533	449	53	0	0	0	0	0	false
EPI_ISL_414534	201	50	0	0	0	0	0	false
EPI_ISL_414535	201	50	0	0	0	0	0	false
EPI_ISL_414536	0	0	0	0	0	0	0	false
EPI_ISL_414537	0	0	0	0	0	0	0	false
EPI_ISL_414538	1420	47	0	0	0	0	0	false
EPI_ISL_414539	0	0	0	0	0	0	0	false
EPI_ISL_414540	608	62	0	0	0	0	0	false
EPI_ISL_414541	186	19	0	0	0	0	0	false
EPI_ISL_414542	174	35	0	0	0	0	0	false
EPI_ISL_414543	0	0	0	0	0	0	0	false
EPI_ISL_414544	0	0	0	0	0	0	0	false
EPI_ISL_414545	0	0	0	0	0	0	0	false
EPI_ISL_414546	2437	55	0	0	0	0	0	false
EPI_ISL_414547	2072	58	0	0	0	0	0	false
EPI_ISL_414548	200	39	0	0	0	0	0	false
EPI_ISL_414549	0	0	0	0	0	0	0	false
EPI_ISL_414550	830	78	0	0	0	0	0	false
EPI_ISL_414551	0	0	0	0	0	0	0	false
EPI_ISL_414552	0	0	0	0	0	0	0	false
EPI_ISL_414553	379	58	0	0	0	0	0	false
EPI_ISL_414554	0	0	0	0	0	0	0	false
EPI_ISL_414555	0	0	0	0	0	0	0	false
EPI_ISL_414556	201	50	0	0	0	0	0	false
EPI_ISL_414557	0	0	0	0	0	0	0	false
EPI_ISL_414558	0	0	0	0	0	0	0	false
EPI_ISL_414559	0	0	0	0	0	0	0	false
EPI_ISL_414560	201	50	0	0	0	0	0	false
EPI_ISL_414561	0	0	0	0	0	0	0	false
EPI_ISL_414562	0	0	0	0	0	0	0	false
EPI_ISL_414563	0	0	0	0	0	0	0	false
EPI_ISL_414564	0	0	0	0	0	0	0	false
EPI_ISL_414565	3453	75	0	0	0	0	0	false
EPI_ISL_414566	201	50	0	0	0	0	0	false
EPI_ISL_414567	6468	65	0	0	0	0	0	false
EPI_ISL_414568	0	0	0	0	0	0	0	false
EPI_ISL_414569	0	0	0	0	0	0	0	false
EPI_ISL_414571	0	0	0	0	0	0	0	false
EPI_ISL_414572	0	0	0	0	0	0	0	false
EPI_ISL_414573	0	0	0	0	0	0	0	false
EPI_ISL_414574	465	68	0	0	0	0	0	false
EPI_ISL_414575	0	0	0	0	0	0	0	false
EPI_ISL_414577	0	0	0	0	0	0	0	false
EPI_ISL_414578	0	0	1	0	0	0	0	false
EPI_ISL_414579	0	0	1	0	0	0	0	false
EPI_ISL_414580	0	0	0	0	0	0	0	false
EPI_ISL_414584	852	59	0	0	0	0	0	false
EPI_ISL_414585	852	59	0	0	0	0	0	false
EPI_ISL_414586	1	1	0	0	0	0	0	false
EPI_ISL_414587	11	2	0	0	0	0	0	false
EPI_ISL_414588	0	0	0	0	0	0	0	false
EPI_ISL_414589	0	0	0	0	0	0	0	false
EPI_ISL_414590	0	0	0	0	0	0	0	false
EPI_ISL_414591	9	2	0	0	0	0	0	false
EPI_ISL_414592	0	0	1	0	0	0	0	false
EPI_ISL_414593	16	16	0	0	0	0	0	false
EPI_ISL_414594	0	0	0	0	0	0	0	false
EPI_ISL_414595	0	0	0	0	0	0	0	false
EPI_ISL_414596	79	39	1	0	0	0	0	false
EPI_ISL_414597	9	9	0	0	0	0	0	false
EPI_ISL_414598	1	1	0	0	0	0	0	false
EPI_ISL_414599	0	0	0	0	0	0	0	false
EPI_ISL_414600	0	0	0	0	0	0	0	false
EPI_ISL_414616	32	23	0	0	0	0	0	false
EPI_ISL_414617	136	62	0	0	0	0	0	false
EPI_ISL_414618	0	0	0	2	0	0	0	false
EPI_ISL_414619	18	13	0	0	0	0	0	false
EPI_ISL_414620	4	4	0	0	0	0	0	false
EPI_ISL_414621	11	4	0	0	0	0	0	false
EPI_ISL_414622	126	66	0	0	0	0	0	false
EPI_ISL_414623	6	6	0	0	0	0	0	false
EPI_ISL_414624	43	41	0	0	0	0	0	false
EPI_ISL_414625	41	41	0	0	0	0	0	false
EPI_ISL_414626	19	19	0	0	0	0	0	false
EPI_ISL_414627	38	36	0	0	0	0	0	false
EPI_ISL_414628	169	62	0	0	0	0	0	false
EPI_ISL_414629	6	6	0	0	0	0	0	false
EPI_ISL_414630	36	36	0	0	0	0	0	false
EPI_ISL_414631	41	41	0	0	0	0	0	false
EPI_ISL_414632	22	22	0	0	0	0	0	false
EPI_ISL_414633	9	9	0	0	0	0	0	false
EPI_ISL_414634	37	32	0	0	0	0	0	false
EPI_ISL_414635	0	0	0	0	0	0	0	false
EPI_ISL_414636	0	0	0	0	0	0	0	false
EPI_ISL_414637	16	16	0	0	0	0	0	false
EPI_ISL_414638	0	0	0	0	0	0	0	false
EPI_ISL_414639	4824	69	0	0	0	0	0	false
EPI_ISL_414640	719	76	0	0	0	0	0	false
EPI_ISL_414641	14	0	0	0	0	0	0	false
EPI_ISL_414642	24	0	0	0	0	0	0	false
EPI_ISL_414643	5	0	0	0	0	0	0	false
EPI_ISL_414644	428	76	0	0	0	0	0	false
EPI_ISL_414645	538	78	0	0	0	0	0	false
EPI_ISL_414646	4	0	0	0	0	0	0	false
EPI_ISL_414647	1042	77	0	0	0	0	0	false
EPI_ISL_414648	74	4	0	0	0	0	0	false
EPI_ISL_414663	0	0	0	0	0	0	0	false
EPI_ISL_414686	3	2	0	0	0	0	0	false
EPI_ISL_414687	3	1	0	0	0	0	0	false
EPI_ISL_414688	0	0	0	0	1	0	0	false
EPI_ISL_414689	0	0	0	0	0	0	0	false
EPI_ISL_414690	0	0	0	0	0	0	0	false
EPI_ISL_414691	0	0	0	0	0	0	0	false
EPI_ISL_414692	0	0	0	0	0	0	0	false
EPI_ISL_414934	2626	78	0	0	0	0	0	false
EPI_ISL_414935	2646	75	0	0	0	0	0	false
EPI_ISL_414936	0	0	0	0	0	0	0	false
EPI_ISL_414937	0	0	0	0	0	0	0	false
EPI_ISL_414938	0	0	0	0	0	0	0	false
EPI_ISL_414939	661	39	0	0	0	0	0	false
EPI_ISL_414940	0	0	0	0	0	0	0	false
EPI_ISL_414941	0	0	0	0	0	0	0	false
EPI_ISL_414945	0	0	0	0	0	0	0	false
EPI_ISL_414946	0	0	0	0	0	0	0	false
EPI_ISL_414948	0	0	0	0	0	0	0	false
EPI_ISL_414949	512	57	0	0	0	0	0	false
EPI_ISL_415041	142	51	0	0	0	0	0	false
EPI_ISL_415105	3	1	0	0	0	0	0	false
EPI_ISL_415128	2	1	0	0	0	0	0	false
EPI_ISL_415129	44	20	0	0	0	0	0	false
EPI_ISL_415130	338	70	0	0	0	0	0	false
EPI_ISL_415131	503	64	0	0	0	0	0	false
EPI_ISL_415132	760	70	0	0	0	0	0	false
EPI_ISL_415133	363	70	1	0	0	0	0	false
EPI_ISL_415134	207	57	1	0	0	0	0	false
EPI_ISL_415135	421	68	0	0	0	0	0	false
EPI_ISL_415136	272	61	0	0	0	0	0	false
EPI_ISL_415137	708	70	1	0	0	0	0	false
EPI_ISL_415138	364	70	0	0	0	0	0	false
EPI_ISL_415139	539	68	0	0	0	0	0	false
EPI_ISL_415140	335	70	0	0	0	0	0	false
EPI_ISL_415141	107	52	0	0	0	0	0	false
EPI_ISL_415142	117	50	0	0	0	0	0	false
EPI_ISL_415143	324	68	0	0	0	0	0	false
EPI_ISL_415144	358	57	0	0	0	0	0	false
EPI_ISL_415145	344	68	1	0	0	0	0	false
EPI_ISL_415146	299	20	0	0	0	0	0	false
EPI_ISL_415147	294	70	0	0	0	0	0	false
EPI_ISL_415148	150	52	1	0	3	0	0	false
EPI_ISL_415149	369	70	1	0	0	0	0	false
EPI_ISL_415150	255	36	0	0	0	0	0	false
EPI_ISL_415151	0	0	0	0	0	0	0	false
EPI_ISL_415152	133	34	15	0	0	0	0	false
EPI_ISL_415153	0	0	0	0	0	0	0	false
EPI_ISL_415154	0	0	0	0	0	0	0	false
EPI_ISL_415155	0	0	0	0	0	0	0	false
EPI_ISL_415156	0	0	0	0	0	0	0	false
EPI_ISL_415157	0	0	0	0	0	0	0	false
EPI_ISL_415158	0	0	0	0	0	0	0	false
EPI_ISL_415159	0	0	0	0	0	0	0	false
EPI_ISL_415435	0	0	0	0	254	0	0	false
EPI_ISL_415453	600	57	0	0	0	0	0	false
EPI_ISL_415454	0	0	0	0	0	0	0	false
EPI_ISL_415455	0	0	0	0	0	0	0	false
EPI_ISL_415456	0	0	0	0	0	0	0	false
EPI_ISL_415457	0	0	0	0	0	0	0	false
EPI_ISL_415458	0	0	0	0	0	0	0	false
EPI_ISL_415459	0	0	0	0	0	0	0	false
EPI_ISL_415460	0	0	0	0	0	0	0	false
EPI_ISL_415461	0	0	0	0	0	0	0	false
EPI_ISL_415462	0	0	0	0	0	0	0	false
EPI_ISL_415463	0	0	0	0	0	0	0	false
EPI_ISL_415464	0	0	0	0	0	0	0	false
EPI_ISL_415465	0	0	0	0	0	0	0	false
EPI_ISL_415466	0	0	0	0	0	0	0	false
EPI_ISL_415467	0	0	0	0	0	0	0	false
EPI_ISL_415468	0	0	0	0	0	0	0	false
EPI_ISL_415469	0	0	0	0	0	0	0	false
EPI_ISL_415470	119	40	0	0	0	0	0	false
EPI_ISL_415471	0	0	0	0	0	0	0	false
EPI_ISL_415472	0	0	0	0	0	0	0	false
EPI_ISL_415473	0	0	0	0	0	0	0	false
EPI_ISL_415474	0	0	0	0	0	0	0	false
EPI_ISL_415475	0	0	0	0	0	0	0	false
EPI_ISL_415476	0	0	0	0	0	0	0	false
EPI_ISL_415477	360	21	0	0	0	0	0	false
EPI_ISL_415478	0	0	0	0	0	0	0	false
EPI_ISL_415479	0	0	0	0	0	0	0	false
EPI_ISL_415480	0	0	0	0	0	0	0	false
EPI_ISL_415481	0	0	0	0	0	0	0	false
EPI_ISL_415482	0	0	0	0	0	0	0	false
EPI_ISL_415483	0	0	0	0	0	0	0	false
EPI_ISL_415484	194	63	0	0	0	0	0	false
EPI_ISL_415485	0	0	0	0	0	0	0	false
EPI_ISL_415486	0	0	0	0	0	0	0	false
EPI_ISL_415487	0	0	0	0	0	0	0	false
EPI_ISL_415488	0	0	0	0	0	0	0	false
EPI_ISL_415489	0	0	0	0	0	0	0	false
EPI_ISL_415490	874	36	0	0	0	0	0	false
EPI_ISL_415491	0	0	0	0	0	0	0	false
EPI_ISL_415492	0	0	0	0	0	0	0	false
EPI_ISL_415493	186	8	0	0	0	0	0	false
EPI_ISL_415494	185	7	0	0	0	0	0	false
EPI_ISL_415495	0	0	0	0	0	0	0	false
EPI_ISL_415496	0	0	0	0	0	0	0	false
EPI_ISL_415497	1	1	0	0	0	0	0	false
EPI_ISL_415498	0	0	0	0	0	0	0	false
EPI_ISL_415499	0	0	0	0	0	0	0	false
EPI_ISL_415500	0	0	0	0	0	0	0	false
EPI_ISL_415501	0	0	0	0	0	0	0	false
EPI_ISL_415502	0	0	0	0	0	0	0	false
EPI_ISL_415503	0	0	0	0	0	0	0	false
EPI_ISL_415504	228	34	0	0	0	0	0	false
EPI_ISL_415505	0	0	0	0	0	0	0	false
EPI_ISL_415506	0	0	0	0	0	0	0	false
EPI_ISL_415507	0	0	0	0	0	0	0	false
EPI_ISL_415508	0	0	0	0	0	0	0	false
EPI_ISL_415509	0	0	0	0	0	0	0	false
EPI_ISL_415510	0	0	0	0	0	0	0	false
EPI_ISL_415511	0	0	0	0	0	0	0	false
EPI_ISL_415512	0	0	0	0	0	0	0	false
EPI_ISL_415513	228	34	0	0	0	0	0	false
EPI_ISL_415514	0	0	0	0	0	0	0	false
EPI_ISL_415515	0	0	0	0	0	0	0	false
EPI_ISL_415516	0	0	0	0	0	0	0	false
EPI_ISL_415517	0	0	0	0	0	0	0	false
EPI_ISL_415518	0	0	0	0	0	0	0	false
EPI_ISL_415519	0	0	0	0	0	0	0	false
EPI_ISL_415520	0	0	0	0	0	0	0	false
EPI_ISL_415521	0	0	0	0	0	0	0	false
EPI_ISL_415522	174	24	0	0	0	0	0	false
EPI_ISL_415523	0	0	0	0	0	0	0	false
EPI_ISL_415524	0	0	0	0	0	0	0	false
EPI_ISL_415525	0	0	0	0	0	0	0	false
EPI_ISL_415526	0	0	0	0	0	0	0	false
EPI_ISL_415527	0	0	0	0	0	0	0	false
EPI_ISL_415528	635	66	0	0	0	0	0	false
EPI_ISL_415529	0	0	0	0	0	0	0	false
EPI_ISL_415530	0	0	0	0	0	0	0	false
EPI_ISL_415531	0	0	0	0	0	0	0	false
EPI_ISL_415532	0	0	0	0	0	0	0	false
EPI_ISL_415533	0	0	0	0	0	0	0	false
EPI_ISL_415534	0	0	0	0	0	0	0	false
EPI_ISL_415535	0	0	0	0	0	0	0	false
EPI_ISL_415536	801	57	0	0	0	0	0	false
EPI_ISL_415537	2439	72	0	0	0	0	0	false
EPI_ISL_415538	551	67	0	0	0	0	0	false
EPI_ISL_415539	0	0	0	0	0	0	0	false
EPI_ISL_415541	0	0	0	0	0	0	0	false
EPI_ISL_415542	0	0	0	0	0	0	0	false
EPI_ISL_415543	0	0	0	0	0	0	0	false
EPI_ISL_415544	0	0	0	0	0	0	0	false
EPI_ISL_415577	679	64	0	0	0	0	0	false
EPI_ISL_415578	410	9	0	0	0	0	0	false
EPI_ISL_415579	640	76	0	0	0	0	0	false
EPI_ISL_415580	407	4	0	0	0	0	0	false
EPI_ISL_415581	121	4	0	0	0	0	0	false
EPI_ISL_415582	383	14	0	0	0	0	0	false
EPI_ISL_415583	121	4	0	0	0	0	0	false
EPI_ISL_415584	122	4	0	0	0	0	0	false
EPI_ISL_415585	339	76	0	0	0	0	0	false
EPI_ISL_415586	384	76	0	0	0	0	0	false
EPI_ISL_415587	424	4	0	0	0	0	0	false
EPI_ISL_415588	143	4	0	0	0	0	0	false
EPI_ISL_415589	355	76	0	0	0	0	0	false
EPI_ISL_415590	452	76	0	0	0	0	0	false
EPI_ISL_415591	0	0	0	0	0	0	0	false
EPI_ISL_415592	0	0	0	0	0	0	0	false
EPI_ISL_415593	519	57	0	0	0	0	0	false
EPI_ISL_415594	0	0	0	0	0	0	0	false
EPI_ISL_415595	7	4	0	0	0	0	0	false
EPI_ISL_415596	0	0	0	0	0	0	0	false
EPI_ISL_415597	1	1	0	0	0	0	0	false
EPI_ISL_415598	4	3	0	0	0	0	0	false
EPI_ISL_415599	18	18	0	1	0	0	0	false
EPI_ISL_415600	43	33	0	1	0	0	0	false
EPI_ISL_415601	3	3	0	0	0	0	0	false
EPI_ISL_415602	0	0	0	0	0	0	0	false
EPI_ISL_415603	4	1	2	2	0	0	0	false
EPI_ISL_415604	3	1	0	0	0	0	0	false
EPI_ISL_415605	9	5	0	0	0	0	0	false
EPI_ISL_415606	68	15	0	1	0	0	0	false
EPI_ISL_415607	71	38	0	0	0	0	0	false
EPI_ISL_415608	3	1	0	1	0	0	0	false
EPI_ISL_415609	4	2	0	0	0	0	0	false
EPI_ISL_415610	26	15	0	2	0	0	0	false
EPI_ISL_415611	5	1	0	0	0	0	0	false
EPI_ISL_415612	4	1	1	3	0	0	0	false
EPI_ISL_415613	137	7	0	1	0	0	0	false
EPI_ISL_415614	116	69	0	0	0	0	0	false
EPI_ISL_415615	2	2	0	0	0	0	0	false
EPI_ISL_415616	19	19	0	0	0	0	0	false
EPI_ISL_415617	29	29	0	1	0	0	0	false
EPI_ISL_415618	433	64	0	1	0	0	0	false
EPI_ISL_415619	8	2	0	0	0	0	0	false
EPI_ISL_415620	5	1	0	0	0	0	0	false
EPI_ISL_415621	4	4	0	0	0	0	0	false
EPI_ISL_415622	0	0	0	0	0	0	0	false
EPI_ISL_415623	344	57	0	0	0	0	0	false
EPI_ISL_415624	6	6	0	0	0	0	0	false
EPI_ISL_415625	25	25	0	0	0	0	0	false
EPI_ISL_415626	0	0	0	0	0	0	0	false
EPI_ISL_415627	0	0	0	0	0	0	0	false
EPI_ISL_415628	678	64	0	0	0	0	0	false
EPI_ISL_415629	121	4	0	0	0	0	0	false
EPI_ISL_415630	121	4	0	0	0	0	0	false
EPI_ISL_415631	121	4	0	0	0	0	0	false
EPI_ISL_415632	678	64	0	0	0	0	0	false
EPI_ISL_415633	678	64	0	0	0	0	0	false
EPI_ISL_415634	678	64	0	0	0	0	0	false
EPI_ISL_415635	679	64	0	0	0	0	0	false
EPI_ISL_415636	679	64	0	0	0	0	0	false
EPI_ISL_415637	896	76	0	0	0	0	0	false
EPI_ISL_415638	679	64	0	0	0	0	0	false
EPI_ISL_415639	678	64	0	0	0	0	0	false
EPI_ISL_415640	121	4	0	0	0	0	0	false
EPI_ISL_415641	1	1	0	0	0	0	0	false
EPI_ISL_415642	0	0	0	0	0	0	0	false
EPI_ISL_415643	0	0	0	0	0	0	0	false
EPI_ISL_415644	57	38	0	0	0	0	0	false
EPI_ISL_415646	0	0	0	0	0	0	0	false
EPI_ISL_415647	101	30	1	0	0	0	0	false
EPI_ISL_415648	0	0	0	0	0	0	0	false
EPI_ISL_415649	67	4	0	0	0	0	0	false
EPI_ISL_415650	126	46	0	0	0	0	0	false
EPI_ISL_415651	29	16	0	0	0	0	0	false
EPI_ISL_415652	10	10	0	0	0	0	0	false
EPI_ISL_415653	1274	49	1	0	0	0	0	false
EPI_ISL_415654	137	56	0	0	0	0	0	false
EPI_ISL_415655	2	1	0	0	0	0	0	false
EPI_ISL_415656	295	59	0	0	0	0	0	false
EPI_ISL_415657	2	1	0	0	0	0	0	false
EPI_ISL_415658	0	0	0	0	0	0	0	false
EPI_ISL_415659	295	59	0	0	0	0	0	false
EPI_ISL_415660	0	0	0	0	0	0	0	false
EPI_ISL_415661	0	0	0	0	0	0	0	false
EPI_ISL_415698	0	0	0	0	0	0	0	false
EPI_ISL_415699	0	0	0	0	0	0	0	false
EPI_ISL_415700	0	0	0	0	0	0	0	false
EPI_ISL_415701	0	0	0	0	0	0	0	false
EPI_ISL_415702	0	0	0	0	0	0	0	false
EPI_ISL_415703	0	0	0	0	0	0	0	false
EPI_ISL_415704	0	0	0	0	0	0	0	false
EPI_ISL_415705	0	0	0	0	0	0	0	false
EPI_ISL_415706	0	0	0	0	0	0	0	false
EPI_ISL_415707	0	0	0	0	0	0	0	false
EPI_ISL_415708	0	0	0	0	0	0	0	false
EPI_ISL_415709	0	0	0	0	0	0	0	false
EPI_ISL_415710	175	32	0	0	0	0	0	false
EPI_ISL_415711	0	0	0	0	0	0	0	false
EPI_ISL_415741	0	0	0	0	0	0	0	false
EPI_ISL_415742	231	57	0	0	0	0	0	false
EPI_ISL_415743	0	0	0	0	0	0	0	false
EPI_ISL_415787	0	0	0	0	0	0	0	false
EPI_ISL_415916	858	59	0	0	0	0	0	false
EPI_ISL_415918	740	57	0	0	0	0	0	false
EPI_ISL_415919	1431	63	0	0	0	0	0	false
EPI_ISL_415920	0	0	0	0	0	0	0	false
EPI_ISL_415977	557	57	0	0	0	0	0	false
EPI_ISL_415978	1454	59	0	0	0	0	0	false
EPI_ISL_415991	855	59	0	0	0	0	0	false
EPI_ISL_416024	0	0	0	0	0	0	0	false
EPI_ISL_416025	600	69	0	0	0	0	0	false
EPI_ISL_416026	267	57	0	0	0	0	0	false
EPI_ISL_416027	1617	59	0	0	0	0	0	false
EPI_ISL_416028	0	0	0	0	0	0	0	false
EPI_ISL_416029	0	0	0	0	0	0	0	false
EPI_ISL_416031	0	0	0	0	0	0	0	false
EPI_ISL_416032	0	0	0	0	0	0	0	false
EPI_ISL_416033	0	0	0	0	0	0	0	false
EPI_ISL_416034	0	0	0	0	0	0	0	false
EPI_ISL_416035	0	0	0	0	0	0	0	false
EPI_ISL_416036	0	0	0	0	0	0	0	false
EPI_ISL_416042	0	0	0	0	0	0	0	false
EPI_ISL_416044	0	0	0	0	0	0	0	false
EPI_ISL_416046	0	0	0	0	0	0	0	false
EPI_ISL_416047	0	0	0	0	0	0	0	false
EPI_ISL_416140	0	0	0	0	0	0	0	false
EPI_ISL_416141	0	0	0	0	0	0	0	false
EPI_ISL_416142	0	0	0	0	35	0	0	false
EPI_ISL_416143	0	0	0	0	0	0	0	false
EPI_ISL_416144	0	0	0	0	0	0	0	false
EPI_ISL_416153	0	0	0	0	0	0	0	false
EPI_ISL_416314	70	33	0	0	0	0	0	false
EPI_ISL_416315	1073	63	1	0	0	0	0	false
EPI_ISL_416316	0	0	0	0	0	0	0	false
EPI_ISL_416317	0	0	0	0	0	0	0	false
EPI_ISL_416318	0	0	0	0	0	0	0	false
EPI_ISL_416319	3	2	0	0	0	0	0	false
EPI_ISL_416320	0	0	0	0	0	0	0	false
EPI_ISL_416321	0	0	0	0	0	0	0	false
EPI_ISL_416322	0	0	0	0	0	0	0	false
EPI_ISL_416323	0	0	0	0	0	0	0	false
EPI_ISL_416324	1	1	0	0	0	0	0	false
EPI_ISL_416325	0	0	0	0	0	0	0	false
EPI_ISL_416326	0	0	0	0	0	0	0	false
EPI_ISL_416327	393	62	0	0	0	0	0	false
EPI_ISL_416328	652	78	0	0	0	0	0	false
EPI_ISL_416329	208	3	0	0	0	0	0	false
EPI_ISL_416330	0	0	0	0	0	0	0	false
EPI_ISL_416331	0	0	0	0	0	0	0	false
EPI_ISL_416332	0	0	0	0	0	0	0	false
EPI_ISL_416333	1	1	0	0	0	0	0	false
EPI_ISL_416334	2	2	0	0	0	0	0	false
EPI_ISL_416335	0	0	0	0	0	0	0	false
EPI_ISL_416336	0	0	0	0	0	0	0	false
EPI_ISL_416337	15	11	0	0	0	0	0	false
EPI_ISL_416338	0	0	0	0	0	0	0	false
EPI_ISL_416339	0	0	0	0	0	0	0	false
EPI_ISL_416340	3	0	0	0	0	0	0	false
EPI_ISL_416341	0	0	0	0	0	0	0	false
EPI_ISL_416342	1	1	0	0	0	0	0	false
EPI_ISL_416343	550	36	0	0	0	0	0	false
EPI_ISL_416344	657	66	0	0	0	0	0	false
EPI_ISL_416345	386	59	0	0	0	0	0	false
EPI_ISL_416346	1473	34	0	0	0	0	0	false
EPI_ISL_416347	396	59	0	0	0	0	0	false
EPI_ISL_416348	202	40	0	0	0	0	0	false
EPI_ISL_416349	159	53	0	0	0	0	0	false
EPI_ISL_416350	46	35	0	0	0	0	0	false
EPI_ISL_416351	381	77	0	0	0	0	0	false
EPI_ISL_416352	0	0	0	0	0	0	0	false
EPI_ISL_416353	0	0	0	0	0	0	0	false
EPI_ISL_416354	207	39	0	0	0	0	0	false
EPI_ISL_416355	6	6	0	0	0	0	0	false
EPI_ISL_416356	2436	76	0	0	0	0	0	false
EPI_ISL_416357	395	60	0	0	0	0	0	false
EPI_ISL_416358	200	3	0	0	0	0	0	false
