source.name	sequenceID	length	isolate	host_species	collection_year	collection_month	collection_month_day	submission_year	submission_month	submission_month_day	place_sampled	m49_country.display_name	m49_country.m49_sub_region.display_name	m49_country.m49_region.display_name	gisaid_passage_details	gisaid_status_code	gisaid_status_comment	gisaid_originating_lab	gisaid_submitting_lab	gisaid_authors	analyse_variation	ref_tree_candidate	include_in_ref_tree	cdhit_cluster	is_l_lineage
cov-gisaid	EPI_ISL_406592	29891	Shenzhen/SZTH-001/2020	Human	2020	JAN	13	2020	JAN	29	Asia / China / Guandong / Shenzhen	China	Eastern Asia	Asia	Original	normal	0.19% Unique Mutations	Shenzhen Third People's Hospital	Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease,Shenzhen Third People's Hospital	Yang Yang, Chenguang Shen, Li Xing, Zhixiang Xu, Haixia Zheng, Yingxia Liu	-	false	-	-	-
cov-gisaid	EPI_ISL_406593	29891	Shenzhen/SZTH-002/2020	Human	2020	JAN	13	2020	JAN	29	Asia / China / Guandong / Shenzhen	China	Eastern Asia	Asia	Original	normal	-	Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease, Shenzhen Third People's Hospital	Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease, Shenzhen Third People's Hospital	Yang Yang, Chenguang Shen, Li Xing, Zhixiang Xu, Haixia Zheng, Yingxia Liu	true	true	false	0	-
cov-gisaid	EPI_ISL_406594	29898	Shenzhen/SZTH-003/2020	Human	2020	JAN	16	2020	JAN	29	Asia / China / Guandong / Shenzhen	China	Eastern Asia	Asia	Original	normal	-	Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease, Shenzhen Third People's Hospital	Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease, Shenzhen Third People's Hospital	Yang Yang, Chenguang Shen, Li Xing, Zhixiang Xu, Haixia Zheng, Yingxia Liu	true	true	false	0	-
cov-gisaid	EPI_ISL_406595	29898	Shenzhen/SZTH-004/2020	Human	2020	JAN	16	2020	JAN	29	Asia / China / Guandong / Shenzhen	China	Eastern Asia	Asia	Original	normal	-	Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease, Shenzhen Third People's Hospital	Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease, Shenzhen Third People's Hospital	Yang Yang, Chenguang Shen, Li Xing, Zhixiang Xu, Haixia Zheng, Yingxia Liu	-	false	-	-	-
cov-gisaid	EPI_ISL_406596	29853	France/IDF0372/2020	Human	2020	JAN	23	2020	JAN	29	Europe / France / Ile-de-France / Paris	France	Western Europe	Europe	Original	normal	-	Department of Infectious and Tropical Diseases, Bichat Claude Bernard Hospital, Paris	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Yazdan Yazdanpanah, Xavier Lescure.	true	true	true	0	true
cov-gisaid	EPI_ISL_406597	29809	France/IDF0373/2020	Human	2020	JAN	23	2020	JAN	29	Europe / France / Ile-de-France / Paris	France	Western Europe	Europe	Original	normal	-	Department of Infectious and Tropical Diseases, Bichat Claude Bernard Hospital, Paris	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Yazdan Yazdanpanah, Xavier Lescure.	true	true	false	0	-
cov-gisaid	EPI_ISL_406716	29881	China/WHU01/2020	Human	2020	JAN	2	2020	JAN	30	Asia / China / Hubei / Wuhan	China	Eastern Asia	Asia	Original	normal	-	unknown	State Key Laboratory of Virology, Wuhan University	Chen,L., Liu,W., Zhang,Q., Xu,K., Ye,G., Wu,W., Sun,Z., Liu,F., Wu,K., Mei,Y., Zhang,W., Chen,Y., Li,Y., Shi,M., Lan,K. and Liu,Y.	true	true	false	0	-
cov-gisaid	EPI_ISL_406717	29881	China/WHU02/2020	Human	2020	JAN	2	2020	JAN	30	Asia / China / Hubei / Wuhan	China	Eastern Asia	Asia	Original	normal	-	unknown	State Key Laboratory of Virology, Wuhan University	Chen,L., Liu,W., Zhang,Q., Xu,K., Ye,G., Wu,W., Sun,Z., Liu,F., Wu,K., Mei,Y., Zhang,W., Chen,Y., Li,Y., Shi,M., Lan,K. and Liu,Y.	true	true	false	0	-
cov-gisaid	EPI_ISL_406798	29866	Wuhan/WH01/2019	Human	2019	DEC	26	2020	JAN	30	Asia / China / Hubei / Wuhan	China	Eastern Asia	Asia	Original	normal	-	General Hospital of Central Theater Command of People's Liberation Army of China	BGI & Institute of Microbiology, Chinese Academy of Sciences & Shandong First Medical University & Shandong Academy of Medical Sciences & General Hospital of Central Theater Command of People's Liberation Army of China	Weijun Chen, Yuhai Bi, Weifeng Shi and Zhenhong Hu	true	true	false	0	-
cov-gisaid	EPI_ISL_406799	29388	Wuhan/WH02/2019	Human	2019	DEC	31	2020	JAN	30	Asia / China / Wuhan	China	Eastern Asia	Asia	original	warn	Long stretches of NNNs (34.45% of overall sequence). NSP7 is missing. NSP6 is missing. NSP13 is missing. NSP15 is missing. 0.40% Unique Mutations.	General Hospital of Central Theater Command of People's Liberation Army of China	BGI & Institute of Microbiology, Chinese Academy of Sciences & Shandong First Medical University & Shandong Academy of Medical Sciences & General Hospital of Central Theater Command of People's Liberation Army of China	Weijun Chen, Yuhai Bi, Weifeng Shi and Zhenhong Hu	false	false	-	-	-
cov-gisaid	EPI_ISL_406800	29868	Wuhan/WH03/2020	Human	2020	JAN	1	2020	JAN	30	Asia / China / Hubei / Wuhan	China	Eastern Asia	Asia	Original	normal	-	General Hospital of Central Theater Command of People's Liberation Army of China	BGI & Institute of Microbiology, Chinese Academy of Sciences & Shandong First Medical University & Shandong Academy of Medical Sciences & General Hospital of Central Theater Command of People's Liberation Army of China	Weijun Chen, Yuhai Bi, Weifeng Shi and Zhenhong Hu	true	true	false	0	-
cov-gisaid	EPI_ISL_406801	29872	Wuhan/WH04/2020	Human	2020	JAN	5	2020	JAN	30	Asia / China / Hubei / Wuhan	China	Eastern Asia	Asia	Original	normal	-	General Hospital of Central Theater Command of People's Liberation Army of China	BGI & Institute of Microbiology, Chinese Academy of Sciences & Shandong First Medical University & Shandong Academy of Medical Sciences & General Hospital of Central Theater Command of People's Liberation Army of China	Weijun Chen, Yuhai Bi, Weifeng Shi and Zhenhong Hu	true	true	false	0	-
cov-gisaid	EPI_ISL_406844	29893	Australia/VIC01/2020	Human	2020	JAN	25	2020	JAN	31	Oceania / Australia / Victoria / Clayton	Australia	Australia and New Zealand	Oceania	Vero/hSLAM P1	normal	-	Monash Medical Centre	Collaboration between the University of Melbourne at The Peter Doherty Institute for Infection and Immunity, and the Victorian Infectious Disease Reference Laboratory	Caly,L., Seemann,T., Schultz,M., Druce,J. and Taiaroa,G	true	true	true	0	true
cov-gisaid	EPI_ISL_406862	29782	Germany/BavPat1/2020	Human	2020	JAN	28	2020	JAN	31	Europe / Germany / Bavaria / Munich	Germany	Western Europe	Europe	Original	normal	-	Charité Universitätsmedizin Berlin, Institute of Virology; Institut für Mikrobiologie der Bundeswehr, Munich	Charité Universitätsmedizin Berlin, Institute of Virology	Victor M Corman, Julia Schneider, Talitha Veith, Barbara Mühlemann, Markus Antwerpen, Christian Drosten, Roman Wölfel	true	true	true	0	true
cov-gisaid	EPI_ISL_406959	322	Italy/INMI1/2020	Human	2020	JAN	-	2020	FEB	1	Europe / Italy / Rome	Italy	Southern Europe	Europe	unknown	normal	-	unknown	Virology Laboratory, INMI L. Spallanzani	Capobianchi,M.R., Carletti,F., Lalle,E., Bordi,L., Marsella,P., Colavita,F., Matusali,G., Nicastri,E., Ippolito,G. and Castilletti,C.	-	false	-	-	-
cov-gisaid	EPI_ISL_406960	322	Italy/INMI2/2020	Human	2020	JAN	-	2020	FEB	1	Europe / Italy / Rome	Italy	Southern Europe	Europe	unknown	normal	-	unknown	Virology Laboratory, INMI L. Spallanzani	Capobianchi,M.R., Lalle,E., Carletti,F., Bordi,L., Marsella,P., Colavita,F., Matusali,G., Nicastri,E., Ippolito,G. and Castilletti,C.	-	false	-	-	-
cov-gisaid	EPI_ISL_406970	29833	Hangzhou/HZ-1/2020	Human	2020	JAN	20	2020	FEB	3	Asia / China / Zhejiang / Hangzhou	China	Eastern Asia	Asia	Original	normal	-	Hangzhou Center for Disease and Control Microbiology Lab	Hangzhou Center for Disease and Control Microbiology Lab	Yu Hua, Wang Haoqiu, Li Jun, Yu Xinfeng	true	true	false	0	-
cov-gisaid	EPI_ISL_406973	29845	Singapore/1/2020	Human	2020	JAN	23	2020	FEB	3	Asia / Singapore	Singapore	South-eastern Asia	Asia	Original	normal	-	Singapore General Hospital	National Public Health Laboratory	Mak, TM; Octavia S; Chavatte JM; Zhou, ZY; Cui, L; Lin, RTP	true	true	true	0	true
cov-gisaid	EPI_ISL_407071	29843	England/01/2020	Human	2020	JAN	29	2020	FEB	3	Europe / United Kingdom / England	United Kingdom	Northern Europe	Europe	Original	normal	-	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Richard Myers, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon	true	true	true	0	false
cov-gisaid	EPI_ISL_407073	29843	England/02/2020	Human	2020	JAN	29	2020	FEB	3	Europe / United Kingdom / England	United Kingdom	Northern Europe	Europe	Original	normal	-	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Richard Myers, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon.	true	true	false	0	-
cov-gisaid	EPI_ISL_407079	29859	Finland/1/2020	Human	2020	JAN	29	2020	FEB	3	Europe / Finland / Lapland	Finland	Northern Europe	Europe	Original	normal	-	Lapland Central Hospital	Department of Virology, University of Helsinki and Helsinki University Hospital, Helsinki, Finland	Teemu Smura, Suvi Kuivanen, Hannimari Kallio-Kokko, Olli Vapalahti	true	true	true	1	true
cov-gisaid	EPI_ISL_407084	29848	Japan/AI/I-004/2020	Human	2020	JAN	25	2020	FEB	4	Asia / Japan / Aichi	Japan	Eastern Asia	Asia	VeroE6/TMPRSS2	normal	Gap of 24 nucleotides when compared to the reference sequence. 0.08% Unique Mutations.	Department of Virology III, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Shutoku Matsuyama, Naganori Nao, Kazuya Shirato, Shinji Watanabe, Makoto Takeda, Makoto Kuroda	true	true	true	170	true
cov-gisaid	EPI_ISL_407193	29818	South Korea/KCDC03/2020	Human	2020	JAN	25	2020	FEB	4	Asia / South Korea / Gyeonggi-do	South Korea	Eastern Asia	Asia	Vero P1	normal	-	Korea Centers for Disease Control & Prevention (KCDC) Center for Laboratory Control of Infectious Diseases Division of Viral Diseases	Korea Centers for Disease Control & Prevention (KCDC) Center for Laboratory Control of Infectious Diseases Division of Viral Diseases	Jeong-Min Kim, Yoon-Seok Chung, Namjoo Lee, Mi-Seon Kim, SangHee Woo, Hye-Joon Jo, Sehee Park, Heui Man Kim, Myung Guk Han	true	true	true	0	false
cov-gisaid	EPI_ISL_407214	29882	USA/WA1-A12/2020	Human	2020	JAN	25	2020	FEB	4	North America / USA / Washington	United States	Northern America	Americas	Vero p1	normal	-	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention	Krista Queen, Azaibi Tamin, Jennifer Harcourt, Ying Tao, Clinton R. Paden, Jing Zhang, Yan Li, Anna Uehara, Xiaoyan Lu, Shifaq Kamili, Rashi Gautam, Haibin Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Natalie Thornburg, Suxiang Tong	true	true	false	0	-
cov-gisaid	EPI_ISL_407215	29882	USA/WA1-F6/2020	Human	2020	JAN	25	2020	FEB	4	North America / USA / Washington	United States	Northern America	Americas	Vero p1	normal	-	Washington State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention	Krista Queen, Azaibi Tamin, Jennifer Harcourt, Ying Tao, Clinton R. Paden, Jing Zhang, Yan Li, Anna Uehara, Xiaoyan Lu, Shifaq Kamili, Rashi Gautam, Haibin Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Natalie Thornburg, Suxiang Tong	true	true	false	0	-
cov-gisaid	EPI_ISL_407313	29836	Hangzhou/HZCDC0001/2020	Human	2020	JAN	19	2020	FEB	5	Asia / China / Zhejiang / Hangzhou	China	Eastern Asia	Asia	Original	normal	-	Hangzhou Center for Disease Control and Prevention	Hangzhou Center for Disease Control and Prevention	Jun Li, Haoqiu Wang, Hua Yu, Lingfeng Mao, Xinfen Yu, Zhou Sun, Qingxin Kong, Xin Qian, Shuchang Chen, Xuchu Wang	true	true	false	0	-
cov-gisaid	EPI_ISL_407893	29782	Australia/NSW01/2020	Human	2020	JAN	24	2020	FEB	6	Oceania / Australia / New South Wales / Sydney	Australia	Australia and New Zealand	Oceania	Original	normal	-	Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Eden J-S, Carter I, Rahman H, Holmes EC, Rockett R, O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J and Dwyer DE for the 2019-nCoV Study Group	true	true	false	0	-
cov-gisaid	EPI_ISL_407894	29842	Australia/QLD01/2020	Human	2020	JAN	28	2020	FEB	6	Oceania / Australia / Queensland / Gold Coast	Australia	Australia and New Zealand	Oceania	Original	normal	-	Pathology Queensland	Public Health Virology Laboratory	Ben Huang, Alyssa Pyke, Amanda De Jong, Andrew Van Den Hurk, Carmel Taylor, David Warrilow, Doris Genge, Elisabeth Gamez, Glen Hewitson, Ian Maxwell Mackay, Inga Sultana, Jamie McMahon, Jean Barcelon, Judy Northill, Mitchell Finger, Natalie Simpson, Neelima Nair, Peter Burtonclay, Peter Moore, Sarah Wheatley, Sean Moody, Sonja Hall-Mendelin, Timothy Gardam, and Frederick Moore.	true	true	false	0	-
cov-gisaid	EPI_ISL_407896	29864	Australia/QLD02/2020	Human	2020	JAN	30	2020	FEB	6	Oceania / Australia / Queensland / Gold Coast	Australia	Australia and New Zealand	Oceania	Original	normal	-	Pathology Queensland	Public Health Virology Laboratory	Ben Huang, Alyssa Pyke, Amanda De Jong, Andrew Van Den Hurk, Carmel Taylor, David Warrilow, Doris Genge, Elisabeth Gamez, Glen Hewitson, Ian Maxwell Mackay, Inga Sultana, Jamie McMahon, Jean Barcelon, Judy Northill, Mitchell Finger, Natalie Simpson, Neelima Nair, Peter Burtonclay, Peter Moore, Sarah Wheatley, Sean Moody, Sonja Hall-Mendelin, Timothy Gardam, and Frederick Moore.	true	true	false	0	-
cov-gisaid	EPI_ISL_407976	29882	Belgium/GHB-03021/2020	Human	2020	FEB	3	2020	FEB	7	Europe / Belgium / Leuven	Belgium	Western Europe	Europe	Original	normal	-	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen, Elke Wollants, Annabel Rector, Els Keyaerts, Lies Laenen, Marc Van Ranst, and Piet Maes	true	true	true	0	false
cov-gisaid	EPI_ISL_407987	29844	Singapore/2/2020	Human	2020	JAN	25	2020	FEB	7	Asia / Singapore	Singapore	South-eastern Asia	Asia	Vero P3	normal	-	Singapore General Hospital	Programme in Emerging Infectious Diseases, Duke-NUS Medical School	Danielle E Anderson, Martin Linster, Yan Zhuang, Jayanthi Jayakumar, Kian Sing Chan, Lynette LE Oon, Jenny GH Low, Yvonne CF Su, Linfa Wang, Gavin JD Smith	true	true	false	0	-
cov-gisaid	EPI_ISL_407988	29843	Singapore/3/2020	Human	2020	FEB	1	2020	FEB	7	Asia / Singapore	Singapore	South-eastern Asia	Asia	Vero P2	normal	-	National Centre for Infectious Diseases	Programme in Emerging Infectious Diseases, Duke-NUS Medical School	Danielle E Anderson, Martin Linster, Yan Zhuang, Jayanthi Jayakumar, David CB Lye, Yee Sin Leo, Barnaby E Young, Yvonne CF Su, Linfa Wang, Gavin JD Smith	true	true	false	0	-
cov-gisaid	EPI_ISL_408008	29882	USA/CA3/2020	Human	2020	JAN	29	2020	FEB	7	North America / USA / California	United States	Northern America	Americas	Original	normal	-	California Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen, Jing Zhang, Yan Li, Ying Tao, Anna Uehara, Clinton Paden, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Shifaq Kamili, Lijuan Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong	true	true	false	0	-
cov-gisaid	EPI_ISL_408009	29882	USA/CA4/2020	Human	2020	JAN	29	2020	FEB	7	North America / USA / California	United States	Northern America	Americas	Original	normal	-	California Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention	Krista Queen, Jing Zhang, Yan Li, Ying Tao, Anna Uehara, Clinton Paden, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Shifaq Kamili, Lijuan Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong	true	true	false	0	-
cov-gisaid	EPI_ISL_408010	29882	USA/CA5/2020	Human	2020	JAN	29	2020	FEB	7	North America / USA / California	United States	Northern America	Americas	Original	normal	-	California Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention	Ying Tao, Krista Queen, Jing Zhang, Yan Li, Anna Uehara, Clinton Paden, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Shifaq Kamili, Lijuan Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong	true	true	false	0	-
cov-gisaid	EPI_ISL_408068	395	Italy/INMI1/2020	Human	2020	JAN	29	2020	FEB	7	Europe / Italy / Rome	Italy	Southern Europe	Europe	Original	normal	-	Virology Laboratory National Institute for Infectious Diseases 'Lazzaro Spallanzani' IRCCS	Virology Laboratory National Institute for Infectious Diseases 'Lazzaro Spallanzani' IRCCS	Capobianchi,M.R., Carletti,F., Lalle,E., Bordi,L., Marsella,P.,Colavita,F., Matusali,G., Nicastri,E., Ippolito,G. and Castilletti,C.	-	false	-	-	-
cov-gisaid	EPI_ISL_408430	29863	France/IDF0515/2020	Human	2020	JAN	29	2020	FEB	8	Europe / France / Ile-de-France / Paris	France	Western Europe	Europe	Original	normal	-	Department of Infectious and Tropical Diseases, Bichat Claude Bernard Hospital, Paris	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Yazdan Yazdanpanah, Xavier Lescure	true	true	false	0	-
cov-gisaid	EPI_ISL_408431	29851	France/IDF0626/2020	Human	2020	JAN	29	2020	FEB	8	Europe / France / Ile-de-France / Paris	France	Western Europe	Europe	Original	normal	-	Sorbonne Université, Inserm et Assistance Publique-Hôpitaux de Paris (Pitié Salpétrière)	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Sonia Burrel, Anne-Geneviève Marcelin, Vincent Calvez, David Boutolleau, Elise Klément, Valérie Pourcher, Eric Caumes.	true	true	false	0	-
cov-gisaid	EPI_ISL_408478	29891	Chongqing/YC01/2020	Human	2020	JAN	21	2020	FEB	9	Asia / China / Chongqinq / Yongchuan	China	Eastern Asia	Asia	Original	normal	-	Yongchuan District Center for Disease Control and Prevention	Chongqing Municipal Center for Disease Control and Prevention	Ye Sheng, Tang Yun, Ling Hua,Yu zhen,Chen Shuang,Tan ZhangPing, Su Kun, Li Qing, Tang Wenge, Rong Rong	true	true	false	0	-
cov-gisaid	EPI_ISL_408479	29891	Chongqing/ZX01/2020	Human	2020	JAN	23	2020	FEB	9	Asia / China / Chongqing / Zhongxian	China	Eastern Asia	Asia	Original	normal	-	Zhongxian Center for Disease Control and Prevention	Chongqing Municipal Center for Disease Control and Prevention	Ye Sheng, Tang Yun, Ling Hua, Zhang Hong, Yu zhen,Chen Shuang,Tan ZhangPing, Su Kun, Li Qin, Tang Wenge, Rong Rong	true	true	false	0	-
cov-gisaid	EPI_ISL_408480	29891	Yunnan/IVDC-YN-003/2020	Human	2020	JAN	17	2020	FEB	9	Asia / China / Yunnan / Kunming	China	Eastern Asia	Asia	Original	normal	-	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control & Prevention, CCDC	Wenjie Tan，Xiaoqing Fu，Xiang Zhao，Wenling Wang， Peihua Niu，Roujian Lu,Yanhong Sun，Baoying Huang，Li Zhao，Fei Ye，Wenbo Xu，George F. Gao，Guizhen Wu	true	true	false	0	-
cov-gisaid	EPI_ISL_408481	29891	Chongqing/IVDC-CQ-001/2020	Human	2020	JAN	18	2020	FEB	9	Asia / China / Chongqing	China	Eastern Asia	Asia	Original	normal	-	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control & Prevention, CCDC	Wenjie Tan, Hengqin Wang, Xiang Zhao, Wenling Wang, Peihua Niu, Roujian Lu, Sheng Ye, Baoying Huang, Li Zhao, Fei Ye, Wenbo Xu, George F. Gao, Guizhen Wu	true	true	false	0	-
cov-gisaid	EPI_ISL_408482	29891	Shandong/IVDC-SD-001/2020	Human	2020	JAN	19	2020	FEB	9	Asia / China / Shandong / Qingdao	China	Eastern Asia	Asia	Original	normal	-	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control & Prevention, CCDC	Wenjie Tan, Zhaoguo Wang, Xiang Zhao, Wenling Wang, Peihua Niu, Roujian Lu, Ti Liu, Baoying Huang, Li Zhao, Fei Ye, Wenbo Xu, George F. Gao, Guizhen Wu	true	true	false	0	-
cov-gisaid	EPI_ISL_408483	29893	Shanghai/IVDC-SH-001/2020	Human	2020	JAN	20	2020	FEB	9	Asia / China / Shanghai	China	Eastern Asia	Asia	Original	normal	Stretches of NNNs (1.08% of overall sequence). NSP4 is missing. 0.19% Unique Mutations. 2 insertions of 1 nucleotide each when compared to reference sequence.	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control & Prevention, CCDC	Wenjie Tan，Zhen Teng,Xiang Zhao，Wenling Wang， Peihua Niu，Roujian Lu,Chongshan Li,Baoying Huang，Li Zhao，Fei Ye，Wenbo Xu，George F. Gao，Guizhen Wu	false	false	-	-	-
